rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__min_split_loss,params,split0_test_score,split0_train_score
76,0.36643026004728135,0.0,0.5918057663125948,0.0,13.644042730331421,0.0,0.03390860557556152,0.0,0.1,6,10,100,"{'model__learning_rate': 0.1, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 100}",0.36643026004728135,0.5918057663125948
76,0.36643026004728135,0.0,0.5950579929399898,0.0,14.896139144897461,0.0,0.025996923446655273,0.0,0.3,6,10,100,"{'model__learning_rate': 0.3, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 100}",0.36643026004728135,0.5950579929399898
78,0.3662420382165605,0.0,0.7233273056057866,0.0,26.690812826156616,0.0,0.07779145240783691,0.0,0.1,9,10,10,"{'model__learning_rate': 0.1, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.3662420382165605,0.7233273056057866
79,0.3661327231121282,0.0,0.5690252350321622,0.0,16.898801565170288,0.0,0.031914472579956055,0.0,0.01,9,1,100,"{'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__min_split_loss': 100}",0.3661327231121282,0.5690252350321622
79,0.3661327231121282,0.0,0.5690252350321622,0.0,17.54008650779724,0.0,0.05585145950317383,0.0,0.01,9,5,100,"{'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__min_split_loss': 100}",0.3661327231121282,0.5690252350321622
79,0.3661327231121282,0.0,0.5679012345679012,0.0,16.40512228012085,0.0,0.04886817932128906,0.0,0.01,9,10,100,"{'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__min_split_loss': 100}",0.3661327231121282,0.5679012345679012
82,0.3648648648648649,0.0,0.6514568444200111,0.0,7.427134037017822,0.0,0.035904884338378906,0.0,0.1,3,10,10,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.3648648648648649,0.6514568444200111
83,0.3645833333333333,0.0,0.6273258904837853,0.0,25.842292547225952,0.0,0.02697277069091797,0.0,0.3,9,10,100,"{'model__learning_rate': 0.3, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__min_split_loss': 100}",0.3645833333333333,0.6273258904837853
84,0.36432160804020103,0.0,0.6023481368044921,0.0,11.597893953323364,0.0,0.09490799903869629,0.0,0.8,3,10,50,"{'model__learning_rate': 0.8, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 50}",0.36432160804020103,0.6023481368044921
85,0.36388140161725063,0.0,0.6288258208124652,0.0,17.666741847991943,0.0,0.050864219665527344,0.0,0.001,6,10,0,"{'model__learning_rate': 0.001, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 0}",0.36388140161725063,0.6288258208124652
