rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split0_train_score
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.20644760131835938,0.0,0.005984067916870117,0.0,10,30,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.14018691588785046,0.9819614347916236
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.256317138671875,0.0,0.007976055145263672,0.0,10,50,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 50}",0.14018691588785046,0.9819614347916236
44,0.13761467889908258,0.0,0.9741121805509458,0.0,0.24933457374572754,0.0,0.00598454475402832,0.0,10,100,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 100}",0.13761467889908258,0.9741121805509458
45,0.13274336283185842,0.0,0.980993001780612,0.0,0.23537087440490723,0.0,0.0059850215911865234,0.0,10,80,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 80}",0.13274336283185842,0.980993001780612
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.2154242992401123,0.0,0.005983114242553711,0.0,20,2,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 2}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.2732696533203125,0.0,0.005984067916870117,0.0,20,5,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 5}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.20744562149047852,0.0,0.005983829498291016,0.0,20,10,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 10}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.2154233455657959,0.0,0.005982875823974609,0.0,20,15,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 15}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.20046377182006836,0.0,0.005982160568237305,0.0,20,20,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 20}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.20943903923034668,0.0,0.005986452102661133,0.0,20,30,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 30}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.2263941764831543,0.0,0.005983591079711914,0.0,20,50,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 50}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.24534273147583008,0.0,0.005984306335449219,0.0,20,80,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 80}",0.1276595744680851,0.972164777897262
46,0.1276595744680851,0.0,0.972164777897262,0.0,0.2184147834777832,0.0,0.006983041763305664,0.0,20,100,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 100}",0.1276595744680851,0.972164777897262
55,0.12019230769230768,0.0,0.9805998670654702,0.0,0.2712740898132324,0.0,0.0049860477447509766,0.0,5,80,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 80}",0.12019230769230768,0.9805998670654702
56,0.11013215859030837,0.0,0.9734311531128242,0.0,0.2682814598083496,0.0,0.00598454475402832,0.0,15,100,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 100}",0.11013215859030837,0.9734311531128242
57,0.10928961748633881,0.0,0.9741098974401734,0.0,0.21641969680786133,0.0,0.004988193511962891,0.0,1,100,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 100}",0.10928961748633881,0.9741098974401734
57,0.10928961748633881,0.0,0.9822990420658058,0.0,0.2682819366455078,0.0,0.005983829498291016,0.0,5,15,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 15}",0.10928961748633881,0.9822990420658058
57,0.10928961748633881,0.0,0.9822990420658058,0.0,0.25232505798339844,0.0,0.005983114242553711,0.0,5,20,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 20}",0.10928961748633881,0.9822990420658058
57,0.10928961748633881,0.0,0.9822990420658058,0.0,0.22439908981323242,0.0,0.006982088088989258,0.0,5,30,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.10928961748633881,0.9822990420658058
61,0.10810810810810811,0.0,0.9820536309127247,0.0,0.2124335765838623,0.0,0.005982637405395508,0.0,5,50,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 50}",0.10810810810810811,0.9820536309127247
62,0.10695187165775401,0.0,0.9818454363757495,0.0,0.2323751449584961,0.0,0.005986213684082031,0.0,1,80,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 80}",0.10695187165775401,0.9818454363757495
62,0.10695187165775401,0.0,0.9735822325930247,0.0,0.315155029296875,0.0,0.007979393005371094,0.0,2,100,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 100}",0.10695187165775401,0.9735822325930247
64,0.10582010582010583,0.0,0.9809797311358055,0.0,0.23836350440979004,0.0,0.0059850215911865234,0.0,2,80,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 80}",0.10582010582010583,0.9809797311358055
65,0.09999999999999999,0.0,0.9732911761035071,0.0,0.24734091758728027,0.0,0.005983829498291016,0.0,5,100,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 100}",0.09999999999999999,0.9732911761035071
66,0.09375,0.0,0.98258654528751,0.0,0.2792549133300781,0.0,0.011968374252319336,0.0,2,30,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 30}",0.09375,0.98258654528751
67,0.09316770186335403,0.0,0.9833430742255991,0.0,0.27526044845581055,0.0,0.005985736846923828,0.0,2,10,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.09316770186335403,0.9833430742255991
67,0.09316770186335403,0.0,0.9830076820307283,0.0,0.22838759422302246,0.0,0.00598454475402832,0.0,2,15,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 15}",0.09316770186335403,0.9830076820307283
67,0.09316770186335403,0.0,0.9830076820307283,0.0,0.2832450866699219,0.0,0.005983114242553711,0.0,2,20,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 20}",0.09316770186335403,0.9830076820307283
70,0.0925925925925926,0.0,0.9824671258609893,0.0,0.2792534828186035,0.0,0.004988908767700195,0.0,2,50,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 50}",0.0925925925925926,0.9824671258609893
71,0.09090909090909093,0.0,0.9850223204973092,0.0,0.21941184997558594,0.0,0.00598597526550293,0.0,2,2,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.09090909090909093,0.9850223204973092
71,0.09090909090909093,0.0,0.9850223204973092,0.0,0.23038196563720703,0.0,0.004986763000488281,0.0,2,5,"{'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.09090909090909093,0.9850223204973092
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.26130223274230957,0.0,0.006982088088989258,0.0,15,2,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 2}",0.0847457627118644,0.979816361981967
